Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
78,3,7,19,7,5,76,1
75,83,67,34,42,39,35,57
98,4,36,22,8,16,43,47
22,49,95,12,17,46,52,38
26,33,82,98,20,44,27,53
50,25,18,85,66,65,25,99
78,37,30,60,5,45,43,57
81,35,95,83,82,29,74,44
17,82,62,56,96,8,7,31
1,57,45,20,2,26,38,93
13,18,82,32,66,73,92,77
42,70,67,43,46,81,50,8
26,43,43,45,91,5,28,58
59,57,71,28,77,86,74,90
40,39,19,52,66,14,23,59
80,100,5,23,22,21,73,22
80,76,9,28,9,72,33,94
13,85,55,100,25,84,52,6
98,29,22,77,52,59,60,87
30,72,30,90,46,74,43,80
47,72,46,98,82,71,57,90
74,48,11,70,82,16,34,15
55,71,92,80,3,48,99,37
50,87,59,67,73,1,64,32
3,53,26,43,50,88,42,81
40,1,25,8,52,64,13,11
26,54,32,92,27,54,19,17
89,11,8,75,56,65,80,44
45,38,17,46,25,47,76,56
96,77,50,1,40,65,25,71
72,33,97,59,37,5,32,11
92,2,18,17,36,21,97,2
30,2,21,94,24,6,65,36
13,72,79,26,55,86,38,82
59,69,54,40,16,8,52,66
100,70,100,73,31,46,54,4
3,44,48,9,100,69,63,55
59,27,83,38,86,31,82,18
61,1,30,67,21,79,7,52
44,11,89,99,83,86,57,62
94,67,12,85,26,30,29,40
28,69,8,61,18,99,27,77
45,15,77,34,18,99,94,92
85,59,93,21,12,6,40,78
18,64,65,44,56,20,83,89
100,92,90,9,100,12,7,42
100,30,96,33,12,53,33,65
61,92,60,29,60,88,22,39
78,83,62,6,8,74,20,99
65,26,68,86,42,100,44,83
10,100,13,40,55,47,48,79
72,93,13,31,69,60,24,40
27,62,61,49,83,20,48,30
25,46,78,97,96,27,15,49
56,18,38,42,26,64,3,11
78,28,4,81,21,90,67,21
89,34,54,38,38,48,49,28
100,46,28,33,5,74,33,14
29,58,91,44,12,70,87,70
100,76,53,94,66,12,8,99
38,49,72,86,16,44,83,77
66,68,87,99,57,93,87,48
40,88,2,17,45,12,10,33
90,74,7,82,20,60,86,48
26,12,57,52,44,95,88,18
0,94,50,57,93,15,89,98
23,80,86,57,76,4,70,29
59,41,9,19,1,12,96,0
43,71,9,15,73,85,88,48
62,28,88,59,0,80,86,20
71,69,55,92,45,4,32,37
14,25,68,53,72,80,12,81
9,80,40,27,1,80,43,19
16,18,14,89,73,38,97,15
61,1,100,67,86,79,64,18
24,48,49,40,53,26,17,15
28,80,68,15,97,60,90,25
40,12,40,33,36,17,93,70
7,78,4,48,61,60,46,44
30,18,91,73,63,93,85,77
76,67,47,15,22,5,87,17
65,27,97,24,43,6,62,59
45,20,7,61,32,75,92,76
68,80,49,87,48,8,3,75
75,63,38,55,64,56,65,57
42,76,78,44,10,87,60,2
26,29,12,60,91,39,46,80
44,70,80,59,10,22,43,39
34,79,39,61,24,99,81,7
40,62,55,18,42,34,24,38
68,76,82,33,89,37,99,69
29,44,43,14,71,15,39,85
85,21,88,78,72,29,2,52
68,61,78,37,67,70,51,30
19,100,23,92,84,6,12,61
93,43,11,74,64,65,4,90
36,9,94,100,47,48,2,97
24,19,13,0,77,85,74,21
65,56,12,15,19,92,68,16
10,82,34,28,98,89,80,46
82,47,7,68,66,45,43,42
13,3,13,26,79,43,65,23
46,52,32,5,65,71,26,73
37,52,60,58,27,39,4,71
99,78,98,79,69,17,63,34
10,65,92,6,71,96,66,62
24,86,87,36,30,53,81,56
46,81,89,44,86,10,56,29
23,70,62,61,66,52,7,22
54,100,87,19,79,20,51,12
72,78,35,72,26,76,64,74
36,45,55,6,22,47,82,32
82,34,86,85,10,7,97,67
90,27,55,54,86,71,82,77
52,51,56,5,76,96,90,51
20,77,89,54,84,30,41,71
15,1,60,15,17,96,0,34
67,97,94,45,82,6,77,65
83,5,84,44,36,41,94,9
75,54,4,46,0,85,36,6
40,17,93,5,5,22,85,22
97,62,69,64,76,54,84,25
34,20,62,48,58,100,79,51
70,11,32,63,13,52,4,39
0,55,38,36,34,73,96,56
10,2,57,31,88,24,75,82
58,49,30,88,40,11,9,96
73,33,82,21,100,38,99,71
18,8,91,15,58,13,100,94
83,78,39,89,67,98,1,86
5,95,98,70,99,78,44,5
8,92,31,92,35,19,37,72
20,5,84,68,49,86,46,93
25,31,3,91,30,2,13,0
95,47,53,67,28,23,74,18
98,59,56,57,18,51,2,6
76,27,100,22,51,50,1,55
63,76,12,73,37,44,27,60
49,61,82,39,15,33,60,17
44,11,75,30,40,87,16,54
61,36,14,68,60,70,23,61
93,37,90,91,87,59,2,33
2,75,91,64,11,3,80,1
42,33,25,3,46,86,69,86
43,61,24,75,90,32,0,2
82,51,68,43,81,82,54,16
77,28,1,70,10,33,47,74
24,73,74,78,92,71,28,15
79,84,39,49,15,97,90,81
40,60,53,68,5,44,62,14
22,55,41,36,96,10,72,77
60,71,66,17,12,94,75,96
23,11,71,51,63,91,56,0
95,50,80,15,33,84,97,39
30,62,35,68,82,94,48,30
85,25,51,28,71,35,80,71
2,6,4,39,42,69,14,21
69,42,25,74,9,71,76,14
90,36,56,13,33,53,39,72
67,26,17,4,92,95,40,3
25,23,87,56,27,69,33,59
32,73,95,4,90,45,16,4
28,89,2,42,86,70,85,28
41,73,76,63,9,100,38,64
95,85,17,10,11,31,31,52
13,42,53,88,85,54,68,28
87,62,46,84,50,72,98,1
20,48,98,93,52,58,45,52
63,15,96,56,14,4,44,7
60,23,55,9,75,67,27,44
95,56,52,55,67,98,32,76
63,76,71,100,95,12,78,12
60,6,11,83,7,69,61,30
52,20,70,22,90,78,99,6
60,53,2,60,79,19,5,55
48,57,72,82,23,61,69,2
15,61,91,16,13,70,61,57
16,98,54,33,8,93,35,66
57,38,74,2,51,93,95,63
94,11,23,60,55,37,4,100
31,19,27,78,88,38,67,40
66,19,17,64,63,1,55,68
61,80,86,62,25,72,32,26
50,94,83,54,48,36,41,90
64,1,29,8,75,63,16,46
12,24,20,52,49,99,56,57
8,60,42,21,93,14,34,64
82,54,96,28,65,61,51,58
31,82,13,80,0,21,87,26
25,44,57,92,6,7,30,11
88,71,75,38,15,70,39,20
76,1,61,8,93,43,66,27
48,78,1,59,37,91,49,51
47,26,18,42,66,55,62,45
31,11,65,74,66,61,40,51
11,16,56,36,18,29,20,4
4,36,1,10,95,3,60,29
57,60,29,18,15,57,29,12
94,90,13,26,47,15,82,94
91,28,14,15,47,2,72,58
29,17,14,74,9,8,87,22
21,98,63,59,79,77,55,61
30,94,40,77,30,64,61,80
31,15,29,79,89,75,8,31
87,35,55,35,74,80,84,91
10,31,92,27,82,22,64,45
44,31,74,5,61,62,58,0
61,17,90,21,0,39,38,34
39,55,82,73,75,74,2,52
80,38,92,26,35,70,54,8
79,47,37,76,48,29,63,37
19,27,15,71,97,55,96,5
84,63,21,43,71,68,54,1
85,66,48,29,57,2,12,51
38,20,70,26,31,30,62,93
76,67,20,14,51,31,79,9
14,8,39,85,77,81,96,14
3,81,41,53,78,33,65,89
7,66,45,64,4,46,69,74
78,31,64,8,23,83,22,12
5,21,92,20,79,83,65,95
63,53,23,27,41,13,82,9
89,21,66,34,57,84,31,93
14,99,0,26,40,80,97,21
66,94,9,70,53,88,2,53
61,17,54,13,28,33,31,92
10,26,40,69,76,30,38,84
60,86,28,67,94,43,90,42
37,68,87,71,30,78,21,46
42,15,20,52,13,27,35,26
89,27,72,21,95,6,27,56
73,61,77,98,36,74,22,57
33,97,3,69,62,88,14,6
70,86,8,93,16,14,24,100
12,62,21,92,85,99,54,96
67,73,42,56,8,0,83,48
52,78,2,13,15,23,5,92
100,59,51,3,78,31,28,19
14,92,35,0,78,41,79,76
11,85,99,54,100,4,48,55
25,97,38,90,60,48,21,81
57,29,31,86,11,66,22,5
0,92,90,45,72,43,23,19
87,33,71,81,38,65,63,51
71,26,92,7,16,33,68,63
33,58,76,14,9,90,90,55
94,41,29,86,0,58,100,96
71,43,28,89,95,10,72,37
52,84,24,18,72,83,29,40
92,88,70,96,40,97,31,40
40,3,44,78,68,70,16,73
18,49,65,70,39,80,53,9
88,21,26,42,67,5,34,37
87,38,67,80,32,68,42,100
89,92,29,17,57,66,47,82
96,70,32,38,96,34,55,57
67,29,66,4,29,67,27,22
28,66,6,20,23,93,83,11
24,53,76,82,69,30,30,7
9,13,69,45,24,1,11,84
91,37,0,31,7,74,28,88
32,99,83,10,34,21,65,83
92,21,16,9,32,62,41,53
3,86,71,13,31,72,57,51
66,100,7,68,11,1,26,14
1,12,43,7,30,6,71,37
42,92,15,88,40,59,35,3
61,22,37,81,17,67,34,58
25,81,18,63,8,78,30,83
3,67,10,16,54,66,34,89
3,66,45,49,43,21,63,4
44,53,65,66,14,59,58,90
81,58,96,37,55,5,77,94
60,53,37,52,40,72,54,25
59,50,8,76,47,28,48,51
78,14,37,6,47,48,19,26
43,90,76,41,5,88,69,28
85,35,59,46,5,10,25,51
43,34,66,7,68,72,28,92
27,54,15,100,26,7,92,5
43,70,52,1,12,38,31,38
79,27,55,68,19,98,35,3
92,82,100,94,19,34,6,10
77,65,45,27,7,4,12,96
20,58,69,17,69,50,89,11
40,86,8,65,35,5,83,40
62,19,52,19,2,100,77,72
84,5,73,10,28,61,36,61
12,34,91,35,83,96,79,96
28,44,75,42,43,72,60,19
38,12,59,76,30,50,46,30
88,32,39,79,8,56,22,80
71,100,51,8,85,80,72,34
7,32,36,20,23,55,73,42
55,32,16,12,42,62,27,52
16,15,38,98,52,80,44,83
68,47,72,28,48,84,15,76
98,60,37,52,80,17,6,87
54,32,79,47,10,37,6,7
51,21,18,40,61,21,25,8
15,1,4,4,13,96,22,26
15,25,35,44,69,59,2,59
74,77,97,41,42,22,81,20
38,35,9,44,77,6,89,1
17,31,49,2,44,0,100,33
85,62,4,92,99,32,68,28
53,19,38,66,95,46,42,97
17,13,71,21,88,14,47,77
89,3,21,78,9,21,22,17
88,0,33,80,31,39,61,58
87,27,95,13,93,3,21,100
98,60,70,45,6,23,65,12
99,77,99,48,46,11,6,14
51,55,37,33,29,71,88,96
13,18,30,65,64,4,37,92
71,52,47,35,78,87,73,20
58,8,64,52,23,8,53,35
21,16,72,65,57,93,22,90
31,71,36,49,39,25,73,31
35,73,85,69,25,90,59,66
32,60,77,93,96,32,73,95
81,7,60,26,35,23,59,63
31,42,6,63,81,5,25,88
1,60,35,50,21,40,18,34
29,59,22,2,64,32,50,22
39,46,81,34,17,83,94,51
42,100,84,90,35,66,28,90
20,13,24,44,32,5,56,11
54,2,31,81,70,60,66,66
63,29,81,96,48,66,90,34
9,66,25,84,62,57,7,23
98,50,55,60,7,20,82,79
82,8,92,8,44,70,71,34
79,37,33,18,84,31,26,79
50,97,62,17,15,37,14,64
83,59,58,9,83,84,81,33
53,43,98,6,24,13,66,94
60,0,1,80,7,30,21,56
32,20,69,52,78,20,61,14
10,68,56,34,85,86,54,81
13,13,7,56,80,73,55,42
79,67,1,88,71,29,14,44
27,85,9,55,87,99,2,70
90,97,45,30,46,24,61,10
78,76,21,83,100,65,50,86
8,81,62,37,70,24,2,23
73,8,89,88,57,94,25,56
44,16,98,15,58,10,61,63
99,48,47,75,69,36,45,66
92,19,92,53,78,75,91,8
45,36,46,94,95,65,62,27
1,53,62,25,13,6,33,61
99,56,33,1,98,57,28,16
11,79,52,43,52,69,89,86
31,5,38,26,99,63,36,88
45,2,3,7,10,27,29,38
37,96,76,73,24,41,42,26
50,19,25,25,90,3,25,66
13,5,4,9,0,27,3,76
34,86,75,73,54,45,1,77
76,56,63,35,92,97,4,80
30,83,49,30,2,54,80,40
66,5,12,40,20,46,40,25
50,73,82,13,60,91,24,40
25,31,92,13,94,54,28,26
81,18,81,53,55,46,40,58
25,47,49,7,37,72,49,3
13,100,61,88,77,32,40,63
56,86,98,70,82,11,92,41
8,70,33,51,2,14,37,18
7,60,38,25,52,81,89,55
41,24,70,75,40,5,13,75
85,2,37,39,4,14,67,62
35,48,86,13,58,60,24,33
87,42,61,4,31,92,43,33
27,3,95,52,73,28,59,59
93,49,97,91,64,99,38,3
34,71,68,96,66,86,72,52
31,43,79,18,88,79,49,31
40,28,47,75,100,79,84,59
60,14,23,65,79,17,31,97
76,95,86,72,19,56,91,80
31,95,7,89,8,40,61,94
88,85,0,93,100,20,58,72
89,11,37,80,73,55,88,84
50,30,90,37,60,96,48,99
83,69,8,91,99,56,63,42
38,1,43,92,93,30,25,16
68,96,22,14,81,12,86,58
47,32,75,81,60,88,75,0
82,92,3,54,100,26,67,50
73,33,44,61,4,69,33,36
50,30,2,83,84,14,54,100
23,90,37,86,60,6,92,0
84,53,96,71,18,67,1,3
63,27,67,51,10,78,39,15
42,9,12,57,65,23,80,46
87,4,43,91,75,15,98,37
79,58,72,100,75,35,76,62
80,49,51,75,95,36,61,12
78,74,0,93,10,35,72,46
64,13,2,16,4,91,29,21
27,35,54,23,61,13,15,83
3,94,64,36,97,36,44,13
85,32,30,22,79,39,100,41
26,87,48,95,23,47,29,14
14,83,51,42,57,64,2,68
39,60,66,97,47,50,68,40
89,90,2,34,64,9,44,53
25,66,38,5,95,13,62,88
71,48,48,23,41,26,96,46
68,86,84,21,5,18,21,6
48,83,75,33,3,96,7,93
90,95,92,63,54,23,41,64
90,27,76,23,97,11,58,47
69,98,81,54,44,78,93,49
29,82,0,19,55,40,8,79
75,29,93,26,55,15,30,2
26,79,79,7,46,89,71,42
4,18,92,2,26,56,52,48
93,16,68,24,88,66,2,70
53,42,12,93,7,90,46,10
20,58,66,44,35,58,90,0
40,52,21,90,53,27,91,59
89,56,17,94,20,83,51,42
54,7,40,14,28,76,40,17
98,7,27,53,97,69,47,88
68,18,53,0,62,62,69,51
70,56,99,0,3,39,66,13
5,57,15,43,39,60,16,89
59,46,19,3,65,5,51,65
99,67,65,8,15,74,79,69
26,33,64,88,4,54,60,76
23,18,17,97,48,100,46,48
98,33,89,87,14,88,70,24
82,38,29,29,38,57,94,22
58,4,11,60,10,49,54,13
12,48,13,100,34,5,20,38
46,65,8,59,60,90,62,4
77,21,9,40,44,37,19,43
14,57,51,11,29,93,24,20
48,97,26,82,51,72,43,45
10,38,65,76,36,38,14,42
1,18,87,91,83,0,5,71
96,57,55,15,68,91,1,75
76,79,17,33,75,70,24,52
11,0,87,61,85,16,89,63
99,82,46,9,96,19,45,17
69,67,59,67,19,26,40,93
33,49,42,13,69,5,37,77
98,28,23,29,9,6,40,79
99,18,10,62,88,4,17,32
40,48,78,44,97,45,56,52
51,20,56,7,25,17,51,22
66,35,47,17,22,61,48,31
22,2,64,96,54,14,44,64
85,59,17,54,6,8,31,75
30,24,76,31,87,98,0,5
2,58,57,81,33,77,74,17
18,53,98,28,41,46,95,34
39,13,15,46,16,33,59,14
48,76,3,37,54,48,91,31
42,61,0,54,15,25,59,93
13,1,88,0,50,82,90,75
98,59,89,93,10,33,56,85
18,78,5,71,63,89,71,87
24,40,78,44,97,7,0,29
30,53,67,50,69,21,89,38
54,15,43,30,87,82,98,98
76,5,66,72,31,58,50,9
99,15,12,82,24,94,66,25
96,35,45,13,3,7,65,0
92,29,55,42,75,51,81,24
10,95,1,40,43,98,25,92
88,82,21,65,60,57,11,80
72,99,13,98,59,69,1,39
33,69,20,100,91,58,8,80
28,99,48,35,57,94,42,85
70,29,68,31,38,25,22,49
2,49,66,67,87,57,32,99
97,80,54,73,78,75,61,69
6,67,54,25,23,21,79,63
75,43,62,85,32,24,69,20
91,9,98,8,74,47,13,86
21,8,81,96,71,4,66,69
95,35,57,10,37,55,42,75
85,56,32,42,74,22,79,76
85,90,99,90,47,3,73,49
10,56,77,50,7,1,72,63
54,84,83,67,5,31,44,38
80,16,8,9,38,59,19,55
54,14,76,43,38,3,89,72
1,3,32,34,65,8,40,95
73,91,89,83,65,84,87,43
74,71,39,30,78,29,72,70
73,42,86,64,43,64,52,1
58,67,42,6,100,29,13,36
37,42,68,79,12,71,96,89
85,94,94,16,88,96,44,89
96,67,37,87,94,94,83,20
15,54,58,68,24,86,47,50
92,29,45,69,77,50,82,96
21,31,76,34,15,2,3,69
40,100,84,8,84,88,23,41
41,61,61,71,62,100,30,64
0,70,40,15,93,64,48,27
94,64,19,8,35,10,32,50
50,59,65,80,6,88,90,22
36,41,95,17,48,21,26,93
44,42,23,52,10,12,56,55
71,55,43,27,94,13,36,83
87,100,68,33,30,58,34,51
50,55,75,8,63,17,96,51
45,53,49,97,61,84,58,53
50,40,72,74,76,1,77,28
3,34,49,64,44,75,89,35
74,1,91,68,57,31,27,25
64,96,4,98,73,57,80,13
7,88,83,77,27,86,19,96
40,73,89,18,35,92,20,35
20,15,78,38,84,37,34,74
72,53,48,33,50,17,73,72
7,21,39,1,64,41,61,5
25,73,37,30,13,49,69,19
63,22,39,84,83,12,46,66
97,68,37,25,97,77,91,46
60,34,37,44,97,15,41,55
21,7,19,29,61,46,52,59
37,89,70,30,82,23,71,39
67,77,58,39,61,18,72,34
61,68,71,2,68,62,60,54
45,16,1,57,50,57,1,11
19,56,92,53,83,96,83,100
51,88,65,40,19,7,41,90
26,15,1,0,4,97,72,99
46,62,59,68,97,65,79,91
4,56,20,73,60,93,98,19
47,38,84,36,12,67,14,97
73,99,39,53,15,19,65,16
96,85,1,30,18,32,90,48
19,77,36,82,98,4,8,98
31,1,10,60,52,13,76,91
72,50,6,86,28,60,77,1
22,7,84,92,35,24,58,29
10,67,65,63,47,20,62,90
91,97,4,36,96,8,90,63
97,89,7,5,39,33,93,24
68,56,44,78,18,0,48,61
45,2,17,60,8,68,48,11
92,77,15,63,49,60,29,87
1,8,90,21,34,90,53,59
87,72,18,60,3,34,51,5
31,60,79,35,29,44,29,95
81,5,5,2,100,44,84,90
99,55,21,10,12,65,30,100
67,17,71,98,25,100,17,98
41,0,13,69,71,22,73,60
35,21,52,7,77,10,80,72
45,60,16,36,5,49,57,24
69,23,84,34,51,56,66,1
92,69,58,75,71,34,19,45
46,79,33,51,20,29,73,14
52,53,58,33,20,4,39,55
80,88,99,15,33,27,4,67
66,68,66,48,91,34,25,33
12,79,88,84,2,2,39,33
42,55,20,80,61,77,82,53
76,54,65,50,20,84,87,86
3,22,75,23,66,50,98,65
51,86,40,92,48,59,79,74
9,62,21,28,36,86,9,33
96,5,40,25,37,80,75,2
2,51,69,21,63,35,45,56
6,18,31,57,7,51,10,5
51,81,100,14,24,65,84,77
14,46,71,85,93,15,66,50
3,27,94,41,64,70,44,47
11,27,84,10,69,75,21,3
31,53,57,51,34,84,52,28
27,41,28,32,31,95,4,7
99,94,74,19,93,26,67,92
29,9,15,2,55,67,65,88
72,12,30,94,1,27,98,37
83,69,57,93,96,64,70,34
71,88,22,78,78,5,34,98
30,94,23,45,5,80,84,96
13,85,13,14,77,53,5,3
27,12,53,58,9,94,38,93
9,19,56,77,65,23,26,76
68,57,45,93,27,63,69,45
48,18,44,20,82,23,14,60
3,34,58,71,37,6,84,22
35,14,65,57,20,46,19,26
55,73,19,29,9,30,66,41
94,100,88,85,81,47,70,59
49,70,59,87,8,75,9,33
57,37,75,100,98,69,39,77
57,7,7,10,72,47,90,62
41,47,12,53,10,78,73,43
38,25,80,38,82,14,15,14
14,99,19,78,48,54,69,25
56,26,53,96,54,87,41,54
20,46,75,12,20,68,85,72
30,23,93,24,94,79,30,18
33,12,87,61,80,30,21,41
80,72,93,79,30,49,82,52
40,85,90,65,84,8,99,55
66,33,60,3,46,92,54,3
35,29,83,78,8,28,90,82
6,14,71,17,93,31,23,100
60,42,51,98,3,91,34,91
59,37,95,86,67,15,56,28
90,48,25,87,43,49,51,86
47,68,29,25,73,71,69,48
99,61,56,96,46,64,39,57
73,36,79,78,6,15,74,34
64,43,67,92,67,11,20,53
58,19,51,24,98,95,14,52
52,86,57,4,46,33,7,92
97,81,68,85,25,37,23,51
52,85,95,75,8,48,22,49
81,12,75,46,41,91,27,32
81,81,83,81,36,0,100,49
74,45,66,94,78,6,35,42
22,60,93,67,55,79,33,39
61,37,62,30,84,83,57,28
84,96,93,23,24,54,19,26
31,97,43,88,43,72,59,56
33,9,16,14,100,19,72,75
79,15,6,51,77,99,94,37
20,38,73,66,7,78,93,18
70,82,43,68,40,77,58,94
81,13,29,72,96,75,41,70
92,31,25,91,41,34,68,80
53,0,70,28,22,2,73,38
61,74,11,39,54,31,18,79
1,42,65,83,61,60,27,87
35,32,85,32,99,13,70,75
40,46,76,97,43,7,39,62
53,59,79,73,85,58,89,78
84,5,76,66,59,27,88,70
57,32,98,35,12,98,40,29
18,53,6,47,56,44,84,21
90,79,63,31,32,85,74,28
30,28,3,26,2,74,85,84
11,45,9,97,81,58,61,53
10,63,60,26,85,60,58,25
63,14,37,50,69,66,54,64
43,86,90,50,7,8,93,41
77,63,1,83,51,47,79,63
82,30,82,83,9,69,100,51
27,56,35,66,79,95,94,73
70,29,95,10,42,5,64,70
15,96,70,14,79,86,59,65
10,84,56,39,7,43,73,14
0,28,35,95,21,41,22,75
17,3,47,50,0,1,53,7
98,74,32,91,90,38,82,90
27,18,90,5,16,93,76,17
37,3,3,85,85,66,61,39
4,57,33,51,93,27,54,68
54,6,89,10,75,29,41,81
29,76,2,49,8,64,93,72
59,47,18,67,7,42,40,0
61,58,83,25,64,90,87,26
70,47,19,73,56,2,51,11
39,93,47,23,21,54,37,68
14,81,76,49,2,17,54,20
30,72,35,63,82,3,97,76
20,22,54,54,21,42,46,49
26,67,96,91,13,41,82,92
31,25,69,66,17,97,10,91
25,2,62,93,46,58,17,6
95,20,92,94,14,39,26,45
45,29,66,78,24,6,75,54
40,47,46,91,34,53,85,5
7,53,58,2,9,48,52,95
62,12,99,63,93,46,74,85
16,63,40,96,72,62,5,64
82,44,13,17,96,21,85,53
88,21,33,42,4,5,37,87
8,10,40,100,29,95,97,88
21,53,7,92,27,77,9,68
98,8,85,97,25,10,83,34
51,3,50,33,73,68,93,31
98,70,41,61,63,55,35,37
92,26,53,93,98,82,37,13
99,65,78,8,3,80,41,4
30,98,82,91,71,16,85,39
19,89,48,1,93,34,7,59
34,90,29,72,27,69,13,39
22,38,48,17,62,58,88,97
82,83,68,76,90,43,46,15
28,28,26,54,33,43,42,60
63,54,92,97,68,82,94,2
14,18,13,1,66,45,98,36
18,19,46,27,52,2,3,82
39,51,69,48,98,90,35,18
13,20,30,1,16,69,73,86
22,30,40,71,92,80,32,28
4,5,18,12,56,1,63,87
92,89,37,65,39,66,39,14
84,10,82,23,67,9,9,21
19,59,66,52,76,94,60,100
45,7,20,34,50,31,69,82
93,39,90,81,91,15,49,3
27,67,49,57,92,59,52,96
56,75,73,0,95,73,30,64
31,6,73,22,2,52,9,52
85,48,65,49,19,25,15,15
49,29,41,82,54,100,70,50
68,13,93,62,42,42,32,31
31,85,24,13,47,58,90,31
30,52,75,63,78,12,61,100
44,4,39,6,24,20,98,66
13,21,69,61,65,79,67,82
49,60,72,46,94,19,100,30
45,90,90,84,54,33,41,23
17,6,10,53,8,43,73,57
77,98,65,72,71,70,83,49
87,91,31,38,67,8,88,53
61,70,19,46,38,55,54,80
71,81,47,69,40,62,21,13
56,74,83,79,66,69,65,57
65,38,8,68,9,72,75,100
1,72,34,30,89,78,67,16
72,2,93,70,77,63,26,88
51,67,56,2,46,79,78,78
98,60,83,20,17,38,10,56
30,10,83,1,98,85,27,49
48,32,12,33,84,100,97,44
55,34,45,90,24,81,3,64
27,41,97,93,73,30,22,1
9,62,100,72,17,38,1,83
70,14,100,81,94,54,75,66
90,17,7,50,62,15,1,89
80,76,0,62,14,37,76,46
15,71,49,65,76,13,5,34
11,58,78,82,6,74,80,73
47,49,7,61,57,66,4,34
85,86,33,17,51,12,40,95
88,44,12,30,12,60,10,27
87,76,92,74,23,97,94,52
10,79,59,2,94,5,53,9
23,85,91,95,98,43,28,18
69,91,89,74,35,20,93,93
7,83,27,6,11,53,83,14
55,71,38,12,4,68,40,32
69,17,8,98,6,43,26,65
83,63,53,56,88,2,32,26
92,48,28,45,100,35,89,52
19,68,97,13,17,29,23,62
17,24,69,39,91,36,11,8
23,83,74,98,79,14,51,42
54,41,61,94,65,36,11,80
31,62,63,39,82,35,52,67
74,1,42,28,32,78,94,69
88,27,27,25,47,6,97,78
87,67,82,88,18,97,63,66
91,38,55,53,27,63,29,66
95,40,69,98,96,67,64,19
6,22,33,11,32,82,87,36
68,23,31,22,19,39,89,68
48,90,40,81,1,28,3,66
76,67,29,11,71,59,63,52
2,98,30,9,35,83,6,26
65,74,59,65,50,35,16,31
74,100,93,95,57,1,31,56
73,53,100,69,82,5,22,4
73,63,69,21,71,97,53,21
52,89,40,0,58,36,19,76
9,83,47,20,86,75,82,44
68,92,18,55,65,99,45,33
65,87,3,86,13,52,91,0
8,35,15,77,54,45,69,46
93,61,20,29,13,15,17,7
84,34,18,79,9,47,27,40
15,21,2,92,90,72,7,68
74,91,27,81,8,87,64,93
63,35,5,8,13,77,56,28
48,63,18,44,22,23,17,91
43,48,54,23,39,100,73,99
78,18,51,75,83,26,17,72
64,7,20,38,14,18,86,59
47,31,50,39,86,60,96,88
78,12,37,31,23,92,74,74
39,3,53,91,47,78,22,44
24,80,46,28,35,95,54,46
28,28,54,14,75,3,40,47
3,92,72,83,85,78,6,51
54,5,3,78,27,77,96,16
23,71,96,74,19,16,100,0
12,26,1,86,20,45,41,73
17,85,85,99,35,64,74,26
15,62,33,5,53,9,52,20
95,35,36,37,66,23,12,95
53,23,89,69,8,78,71,49
16,50,27,21,38,90,36,66
59,26,24,68,4,71,73,9
43,13,53,2,34,3,65,51
34,78,43,15,65,28,88,23
26,41,43,51,53,6,15,20
9,31,4,18,57,73,29,7
24,94,79,59,30,35,50,10
20,52,47,24,77,77,19,22
32,49,0,29,6,56,6,80
24,66,3,65,39,76,22,91
30,81,43,61,88,63,71,93
44,94,94,100,49,13,55,77
26,23,60,54,49,82,10,73
25,45,56,98,75,20,11,56
58,10,16,24,30,63,35,1
39,18,15,47,94,65,26,63
76,19,86,2,64,92,97,37
74,8,19,55,45,86,76,72
65,81,43,68,41,12,81,25
20,81,91,37,45,5,87,85
76,18,31,8,28,93,15,28
56,36,40,33,88,5,69,61
97,77,90,98,88,87,71,30
25,74,97,64,76,77,34,0
15,53,37,34,4,68,61,9
46,14,42,72,35,74,73,32
57,95,63,71,18,93,52,47
77,7,59,97,15,79,6,23
52,5,67,82,53,10,21,11
64,44,77,77,2,28,0,68
38,49,53,78,61,41,99,75
52,36,21,81,15,13,38,96
55,41,48,41,0,32,54,70
50,21,34,45,28,54,22,43
33,100,63,34,1,36,48,85
9,23,56,6,33,89,97,10
75,10,58,92,90,62,7,25
33,4,8,75,96,4,46,76
24,13,38,32,13,38,81,35
24,42,29,34,61,52,13,88
69,88,59,83,62,88,19,48
82,72,85,92,36,29,35,45
28,100,25,35,46,86,39,46
40,43,50,94,98,24,68,59
49,39,10,18,32,32,68,99
67,66,40,79,55,60,2,52
78,60,61,8,33,64,2,30
35,66,95,77,27,19,78,54
10,25,12,18,78,14,68,66
54,98,42,75,86,40,52,85
85,33,68,57,95,82,76,71
46,77,42,11,33,41,37,1
71,72,87,95,12,1,43,23
31,32,16,44,94,3,93,72
84,0,30,9,12,9,41,87
16,83,16,16,9,39,22,78
14,86,63,68,87,76,31,14
28,12,79,18,86,61,17,65
11,5,27,49,26,42,93,4
84,95,1,35,53,19,46,17
57,11,72,59,14,91,77,99
49,85,34,100,70,88,18,33
69,19,35,69,7,73,29,34
78,4,93,31,86,81,50,41
76,25,97,20,15,47,45,59
51,86,2,38,17,4,75,76
19,41,81,32,2,49,13,61
64,32,88,46,60,91,8,48
41,62,48,17,63,81,85,28
24,58,20,25,17,54,23,9
50,52,10,22,52,88,21,98
95,97,82,28,23,60,65,77
12,1,76,91,3,99,22,73
91,9,19,86,73,19,45,11
91,41,33,96,55,66,19,32
96,43,53,21,55,11,48,37
